MaPhim,TenPhim,DiemDanhGiaTB,SoLuotDanhGia,TrangThai,NgayPhatHanh,DoanhThu,ThoiLuong,PhimNguoiLon,DuongDanAnhNen,NganSach,TrangChu,MaIMDb,NgonNguGoc,TenGoc,TomTatNoiDung,DoPhoBien,DuongDanPoster,CauGioiThieu,TheLoai,CongTySanXuat,QuocGiaSanXuat,NgonNguDuocNoi,TuKhoa,QuocGiaDuocChon,QuocGiaDuocChonText,QuocGiaChinh,NamPhatHanh,TenPhimHienThi,CanBoSungTenTiengAnh,DuSoLuotDanhGia,CoDoanhThu,CoNganSach,ThoiLuongBatThuong,TenPhimTiengAnh,TomTatNoiDungTiengAnh,ThoiLuongAPI,NganSachAPI,DoanhThuAPI,MaIMDbAPI,DaBoSungTuAPI,NguonBoSung,ThoiDiemBoSung,TenPhimHienThiCuoi,ThoiLuongPhanTich,NguonThoiLuong,NganSachPhanTich,NguonNganSach,DoanhThuPhanTich,NguonDoanhThu
65538,Funny Neighbors,5.125,4,Released,2011-04-14,,97.0,False,/brShWWTGgvj5XMZcJQQNxxKfhA7.jpg,,,,ko,수상한 이웃들,"Jong-ho, a reporter at a local news paper accuses a dog-seller in his article. When he and his wife gather at a pub to celebrate his promotion, the dog-seller suddenly comes in. Minutes later their neighbor In-so enters with a weapon and things go out of control. In-soo holds everyone hostage telling them that he killed his father who abandoned him long time ago. But his fraud is brought to light when his wife Hye-jung enters who Jong-ho found attractive the other night.",1.962,/br6iVgYvynval8b3m0GHRymavRg.jpg,,"Comedy, Drama",,South Korea,Korean,,['South Korea'],South Korea,South Korea,2011,Funny Neighbors,False,False,False,False,False,,,,,,,False,,,Funny Neighbors,97,Goc,,Khong co,,Khong co
283282,Bad Romance,3.2,4,Released,2011-10-16,,90.0,False,,,http://site.douban.com/106492/,tt1811303,zh,花为眉,"7 young men and women and their three stories involved with heterosexual, homosexual and bisexual affairs that happened in Beijing. A single mom meets a young student; A city boy meets a guy of his dream; A girl falls into a love game of a male and a female fellows in her French class.",0.6,/fdK6z6wDYElpi62WkwVuq6luVlB.jpg,,"Romance, Drama",,China,,"romance, lgbt, gay theme",['China'],China,China,2011,Bad Romance,False,False,False,False,False,,,,,,,False,,,Bad Romance,90,Goc,,Khong co,,Khong co
99511,Romance Joe,5.8,4,Released,2012-03-08,,115.0,False,/xc3a8revnffnLgM8Rs59qNEZfM0.jpg,,,tt2086873,ko,로맨스 조,"A famous movie director arrives in a small town to finish his movie script. He sits in front of his computer in his motel, but can't think of anything to write. The director orders coffee to his room and then complains to the delivery girl of his writer's block.",1.472,/p4qMxFkaOWNTsPegisjj5lTsQno.jpg,A Tale Of Tales.,"Romance, Drama",Bori Pictures,South Korea,Korean,,['South Korea'],South Korea,South Korea,2012,Romance Joe,False,False,False,False,False,,,,,,,False,,,Romance Joe,115,Goc,,Khong co,,Khong co
541682,Ghost Walk,5.25,4,Released,2019-08-15,,90.0,False,/kww0lBycinR8B2cZxg6WHWXrTDb.jpg,,,tt10923084,ko,밤의 문이 열린다,"Hye-jeong, a lonely young girl who has drifted away from her family and avoids personal relationships, works in a factory, lives in a shared apartment, and leads an insipid and meaningless existence until one night she discovers that she has become a ghost.",1.368,/eMmD8G5Vu7DGW1io0JXtzM1otQq.jpg,"Moving on, into the past","Drama, Fantasy, Mystery",Rhythm and Blues Film,South Korea,Korean,"sibling relationship, roommate, woman director, father daughter relationship",['South Korea'],South Korea,South Korea,2019,Ghost Walk,False,False,False,False,False,,,,,,,False,,,Ghost Walk,90,Goc,,Khong co,,Khong co
367210,Return of the Cuckoo,5.4,4,Released,2015-11-12,,103.0,False,/v7BGo2U7ecQYJuHdW4hVUv8id3d.jpg,,,tt5111790,cn,十月初五的月光,"A film adaptation of the hit TV series by the same name, the movie continues the story where the series left off. 15 years on, the city of Macau has changed a lot but not the people and their compassion. In a twist of events, Kwan-Ho’s husband dies in a car accident and she reunites with Man-Cho in Macau. Can true love really stand the test of time?",1.778,/xknR038PFD0v10Iao1wHot6ftFJ.jpg,,"Romance, Drama","China 3D Digital Entertainment, Sil-Metropole Organisation, Sun Entertainment Culture","China, Hong Kong",Cantonese,macau,['China'],China,China,2015,Return of the Cuckoo,False,False,False,False,False,,,,,,,False,,,Return of the Cuckoo,103,Goc,,Khong co,,Khong co
920912,Embrace Again,6.8,4,Released,2021-12-31,,126.0,False,/pV6exHQejSLy1UfNdhKAY2MLBEA.jpg,,http://www.ChinaLionFilm.com/,tt16287604,zh,穿过寒冬拥抱你,"A series of interconnected stories, set against the backdrop of the early days of the pandemic. Here, individual souls realize the world is changing, sometimes yielding heartbreak, sometimes yielding happiness, always leading to a deeper understanding of their fellow human beings. From finding love, to connecting through music, heroes emerge, each contributing in small ways to a very new world around them, however dangerous.",2.419,/vwjwhzo69muCCFVWeF0Wl3SpZeq.jpg,Embrace each other now!,"Drama, Comedy, Romance",China Film Group Corporation,China,Mandarin,"china, pandemic, wuhan",['China'],China,China,2021,Embrace Again,False,False,False,False,False,,,,,,,False,,,Embrace Again,126,Goc,,Khong co,,Khong co
165049,Mr. XXX-Kisser,7.125,4,Released,2012-06-21,,118.0,False,/aWiCrSBH4Oq42ubOINdTaSEgahC.jpg,,,tt2658278,ko,아부의 왕,"Oh Dong-sik is the completely rigid character who has always led a text-book life. Dong-sik is threatened by loan sharks when his mother signs up for a private loan in order to advance Dong-sik’s father’s promotion into the principal position. Dong-sik decides to become the best insurance seller in his newly transferred insurance sales team, but sales is a major challenge for the completely tactless and obstinate Dong-sik. Then one day, Dong-sik has a chance encounter with Hyugosoo, the legendary ‘master of tongue’ of insurance sales industry. Hyugosoo bends his rules and accepts Dong-sik as his pupil, and Dong-sik begins to learn Hyugosoo’s secrets of flattery after a great struggle. Will his teachings indeed reinvent Dong-sik into ‘Mr. Ass-Kisser’?",2.537,/wXFxn4wtHRLbn3aYndTgytD6IMe.jpg,Welcome to the world of smooth talk! Let's get buttered up!,Comedy,Lotte Entertainment,South Korea,Korean,,['South Korea'],South Korea,South Korea,2012,Mr. XXX-Kisser,False,False,False,False,False,,,,,,,False,,,Mr. XXX-Kisser,118,Goc,,Khong co,,Khong co
196332,YUMEN,6.5,4,Released,2013-02-12,,65.0,False,,,https://www.cathayplay.com/yumen,tt2735438,zh,玉门,"Set in a quasi-ghost town that once thrived with oil in China's arid northwest, Yumen is a haunting, fragmented tale of hungry souls, restless youth, a wandering artist and a lonely woman, all searching for human connection among the town's crumbling landscape. One part ""ruin porn"", one part ""ghost story”, and entirely shot on 16mm, the film brings together performance art, narrative gesture, and social realism not only to play with convention and defy genre, but also to pay homage to a disappearing life-world and a fading medium.",0.714,/pRK2m4WXOO4MVizh69QhswyfvCG.jpg,,"Documentary, Drama",SEL,China,Mandarin,,['China'],China,China,2013,YUMEN,False,False,False,False,False,,,,,,,False,,,YUMEN,65,Goc,,Khong co,,Khong co
387960,Touch by Touch,6.0,4,Released,2015-04-30,,75.0,False,,,,tt6081060,ko,터치 바이 터치,"Seon-mi hands a name card to Joo-hee who is about to get married, saying that she'll be able to feel sexual satisfaction like never before. Joo-hee experiences something new and starts expressing her rising emotions to her fiance despite the time and place. Unlike Joo-hee who is enjoying this, Min-woo is getting tired. He tries to satisfy her to the best of his abilities and even asks for advice from friends but it's not enough. What is that place that has her upside down like this?",3.028,/5O3qSVCkjTviDiQi8mmHp4arHWU.jpg,The first ever intimate experience!,"Drama, Romance, Comedy",,South Korea,Korean,"softcore, sex comedy",['South Korea'],South Korea,South Korea,2015,Touch by Touch,False,False,False,False,False,,,,,,,False,,,Touch by Touch,75,Goc,,Khong co,,Khong co
108800,The Outlaw,5.2,4,Released,2010-03-18,,93.0,False,/kfqc2ORdi1piEugZEJr7uKOXTLH.jpg,,,tt1760984,ko,무법자,"Detective Jung-soo faces the victims of brutal murders who were killed for no reason and this makes him outraged. During the investigation, he meets Ji-hyun who is the only survivor and marries her, but they cannot escape from her tragic past. One day, Jung-soo's partner, So-young, arrives at the crime scene where she finds Jung-soo crying out in sorrow with his wife and daughter in his arms who are found viciously murdered after they went missing. But as the police and the law let the suspect go because for lack of evidence, Jung-soo decides to take vengeance himself on those unpunished killers and the cruel world.",1.945,/77xCvN7ZZuODUuKsR351t7EqPgm.jpg,,Crime,"Next Entertainment World, Chung Gang Story, Finecut",South Korea,Korean,,['South Korea'],South Korea,South Korea,2010,The Outlaw,False,False,False,False,False,,,,,,,False,,,The Outlaw,93,Goc,,Khong co,,Khong co
658392,Dogs in the House,5.875,4,Released,2020-01-02,,94.0,False,/lWjpPCexO7Lz1n5VkoUycEy3uSW.jpg,,,tt9624760,ko,청춘빌라 살인사건,"A story about a man running a shabby neighborhood bathhouse. The man is in danger of losing his precious bathhouse because of the money he borrowed from a loan shark. Then, the loan shark offers odd suggestions to the man to solve this problem.",1.4,/1VimLZlq2Ju19IuUMyM52Hdk9R4.jpg,,"Comedy, Family, Crime",Mirovision,South Korea,Korean,"debt, loan shark",['South Korea'],South Korea,South Korea,2020,Dogs in the House,False,False,False,False,False,,,,,,,False,,,Dogs in the House,94,Goc,,Khong co,,Khong co
417339,Looking for My Wife,6.5,4,Released,2010-04-08,,108.0,False,/m2HUE7sMTGFtBIHgczZKKmrkTtL.jpg,,,tt1891832,ko,집 나온 남자들,"With a body and voice that’s easy on the eyes and ears, popular music critic Sung-hee announces his plans for divorce on live radio without informing his wife. He takes off to a seaside town with long-time friend Dong-min but when his wife doesn’t answer his call, he rushes back home. He arrives only to be greeted with a letter and his wife is nowhere to be found. Sung-hee wanted to divorce his wife in style but his wife jumped the gun and left him a day early. With his pride in shambles, he decides to go on a search for his wife. To his bitter surprise, he discovers sides of his wife that he never knew about including a supposed brother of hers.",0.992,/7x7oIVNtyg5JSYs0rQTHcuFwNKC.jpg,,Comedy,"Sponge, Sidus, Showbox, Korean Film Council, N7 Film",South Korea,Korean,,['South Korea'],South Korea,South Korea,2010,Looking for My Wife,False,False,False,False,False,,,,,,,False,,,Looking for My Wife,108,Goc,,Khong co,,Khong co
652986,BLACKPINK'S SUMMER DIARY [IN HAWAII],6.6,4,Released,2019-09-09,,89.0,False,/W9D0LmKrBXpmAXxL8ox50J1Rlr.jpg,,,,ko,BLACKPINK'S SUMMER DIARY [IN HAWAII],"The famous k-pop girl group, BLACKPINK, go on a vacation to Hawaii in 2019.",0.846,/faTFE3lKRcVhIOdK0cGsxekfS0B.jpg,,Documentary,YG Entertainment,South Korea,"English, Korean","girl group, k-pop",['South Korea'],South Korea,South Korea,2019,BLACKPINK'S SUMMER DIARY [IN HAWAII],False,False,False,False,False,,,,,,,False,,,BLACKPINK'S SUMMER DIARY [IN HAWAII],89,Goc,,Khong co,,Khong co
363764,Alone,5.75,4,Released,2016-11-24,,90.0,False,/iTbW1tzv6FNXkvdM7DFa8uP56uh.jpg,,,tt5494382,ko,혼자,"It’s broad daylight in a shantytown and a man witnesses a woman being murdered by masked men on the rooftop of a nearby building. He tries to surreptitiously take a photo the event but is seen. He runs away and hides in his studio apartment but the men soon find him, bashing his head in with a hammer and knocking him out. After being unconscious for some time, the man wakes up in the middle of the night to find himself naked and abandoned in the center of town.",0.62,/awfPq89eudLtsfL6PwH5TOm3NSL.jpg,The man confined in a nightmare.,"Drama, Thriller",Nongbu Film,South Korea,Korean,,['South Korea'],South Korea,South Korea,2016,Alone,False,False,False,False,False,,,,,,,False,,,Alone,90,Goc,,Khong co,,Khong co
365358,Go Lala Go! 2,5.8,4,Released,2015-11-11,,101.0,False,/vG89ku1Wv5s1DXWxKc1ZmhGWwLa.jpg,,,tt5227020,zh,杜拉拉追婚记,"To chase promotion or to chase marriage? Young career-woman Lala returns after five years as a recently engaged young woman, but faces challenges when third parties tries to break up her relationship.",1.711,/lpoIqusoSJ84CLxQrgrE01G3heh.jpg,,"Comedy, Romance",New Classics Media,China,Mandarin,"fiancé, career woman, wedding, fiancé fiancée relationship, fiancée",['China'],China,China,2015,Go Lala Go! 2,False,False,False,False,False,,,,,,,False,,,Go Lala Go! 2,101,Goc,,Khong co,,Khong co
417745,Something in Blue,4.0,4,Released,2016-04-18,,107.0,False,/pSvcCXwY8r844ULh0geY5oOcIn8.jpg,,,tt5564566,zh,呼吸正常,"Four young people, one city. For love or ideal, with funny and faint bewilderment. An original improvisation in Chinese Cinema, a brand new rendering of city life.",0.6,/m4BOyVYr4ZEYnERLzSXfAnYV82o.jpg,,"Drama, Comedy",,China,"Mandarin, Cantonese",,['China'],China,China,2016,Something in Blue,False,False,False,False,False,,,,,,,False,,,Something in Blue,107,Goc,,Khong co,,Khong co
936621,Sex Game 6969,5.75,4,Released,2022-01-27,,74.0,False,/u8VBaEESHAAc5tDWFc8IjXHw1eC.jpg,,,,ko,물오징어6969,"Three married women had always been dissatisfied sexually with their husbands, and Hyoji, who recently divorced due to her husband's erectile dysfunction. They gathered after a long time and had a drink complaining to each other, and they received a business card from an unidentified handsome man, saying, ""Don't you want to play tteok pounding game?"" The four of them head to the meeting place and meet suspicious agents who were waiting for them.",20.406,/dgSR6qBiQSqaa9QfSMiODAEOF3O.jpg,,"Comedy, Drama, Romance",,South Korea,Korean,softcore,['South Korea'],South Korea,South Korea,2022,Sex Game 6969,False,False,False,False,False,,,,,,,False,,,Sex Game 6969,74,Goc,,Khong co,,Khong co
656956,Stepmom 2019,6.25,4,Released,2019-12-19,,,False,,,,,ko,새엄마 2019,"Young-chul moves to his wife's mansion. One day, Young-chul's stepmom comes to find the hidden videotape in the mansion. Yeong-cheol finds out that these tapes are just sex videos! Using this, she implements a secret plan to spend a hot night with her stepmother, who has been dreaming since childhood.",24.785,/5BZCR1Twix5rQtf2VvdnmEif3Nl.jpg,,"Drama, Romance",,South Korea,Korean,softcore,['South Korea'],South Korea,South Korea,2019,Stepmom 2019,False,False,False,False,False,,,,,,,False,,,Stepmom 2019,,Khong co,,Khong co,,Khong co
363855,I'm Jin-young,4.8,4,Released,2006-11-02,,19.0,False,,,,tt1971422,ko,진영이,"Jin-young is a student in primary school and a ""model student"". When her mom brings home a friend to stay at the house, Jin-young falls in love with her at first sight.",0.789,/4cijFqxn6jgyRnbzujk3te3jFAB.jpg,,Romance,,South Korea,Korean,,['South Korea'],South Korea,South Korea,2006,I'm Jin-young,False,False,False,False,False,,,,,,,False,,,I'm Jin-young,19,Goc,,Khong co,,Khong co
52433,Monopoly,5.2,4,Released,2006-06-01,,91.0,False,,,,tt0806124,en,모노폴리,"Kyung-ho is a genius computer programmer who manages the on-line networks of all banks in Korea. One day, he accidentally runs into a man, John, who is an attractive businessman. John invites Kyung-ho to experience his lifestyle in high society. Through these lavish escapades, Kyung-ho is awakened to his hidden desires. As Kyung-ho finds out about a secret project John is working on, John asks him to join him in a plan to illegally withdraw small amounts of money from all the bank accounts across Korea by using Kyung-ho’s genius computer programming skills. With absolute trust in John, Kyung-ho finally joins this huge con game against Korea. Will John and Kyung-ho, who dream of being on top of the world, be the winners of this game?",1.846,/vZ6wqGPsUVI85uar5sc9TM9q10m.jpg,,"Crime, Mystery, Thriller","Lotte Entertainment, Mirovision, Hanmac Films",South Korea,Korean,,['South Korea'],South Korea,South Korea,2006,Monopoly,False,False,False,False,False,,,,,,,False,,,Monopoly,91,Goc,,Khong co,,Khong co
52412,A.f.r.i.k.a,5.0,4,Released,2002-01-11,,108.0,False,,,http://www.afrikagirl.co.kr/,tt0306442,ko,아프리카,Four young women hit the road in search of adventure and escape from their stressful lives.,0.661,/tjsEg6brtdMBB6DwMimGqWj3exL.jpg,,"Drama, Action",,South Korea,Korean,,['South Korea'],South Korea,South Korea,2002,A.f.r.i.k.a,False,False,False,False,False,,,,,,,False,,,A.f.r.i.k.a,108,Goc,,Khong co,,Khong co
818524,Day Zero,8.0,4,Released,2020-10-14,,71.0,False,/aScNBq4G5DV0slQ2kp6VQQhDLjR.jpg,,,tt13323462,en,Day Zero,"Filmed over a three-year period, the film journeys across the planet seeking those on the frontline fighting to protect the world’s most precious resource from running out. It seeks to awaken and inspire audiences to change how they think about the planet’s most vital resource: water, and act, by revealing the rapidly building water crisis at both a global and human scale. The documentary includes exclusive interviews from some of the world’s top scientists and experts, travelling across continents to explore some of the most shocking and alarming water shortage issues facing our planet today. From the Cape Town water crisis and the violent impact of deforestation in the Amazon to the catastrophic results of intensive farming in the American Mid-West.",3.055,/9sTzWQpYvKumUXSUieYbRrExO82.jpg,Every drop counts.,Documentary,"Tencent Pictures, KEO Films, OoS Pictures","China, Iceland, United Kingdom, United States of America",English,,['China'],China,China,2020,Day Zero,False,False,False,False,False,,,,,,,False,,,Day Zero,71,Goc,,Khong co,,Khong co
532574,Fate Express,4.8,4,Released,2015-07-30,,93.0,False,,,,tt5219310,zh,命运速递,A loser deep in debt tries to use his girlfriend to seduce a rich boss for money.,1.017,/je4XrSSHcpnRpzCptYKykgsjhcz.jpg,,"Drama, Crime, Comedy",,China,Mandarin,,['China'],China,China,2015,Fate Express,False,False,False,False,False,,,,,,,False,,,Fate Express,93,Goc,,Khong co,,Khong co
